q1,q2,r1x,r1y,r1z,r2x,r2y,r2z,r_de_Fcoul,F_magnitude,F_vector_x,F_vector_y,F_vector_z
-5.764222207922958e-07,-7.71274111331142e-07,-48.43517689991374,-76.91704749049487,-42.44686174281769,43.3390197294444,46.171257340646434,2.0027466422768043,159.8405506708367,1.5639618408978224e-07,-8.979657596584928e-08,-1.2043590378585147e-07,-4.3491774187076356e-08
9.500295409600108e-06,4.134288322509739e-06,99.485052122924,-10.102380267395048,-33.719856378703355,97.74037066121966,79.0033723663469,-22.064571245842373,89.88172638171073,4.369640197554591e-05,8.481846704429654e-07,-4.33191588786597e-05,-5.666268826905059e-06
-3.1653542144398197e-06,8.59768995918891e-06,-51.385060528107786,40.01416169559059,40.73415923025118,76.13384531531301,31.973956201449056,-89.31611756360496,182.31508644665104,-7.3588423507410635e-06,5.147086525476973e-06,-3.245293949728235e-07,-5.249261063627167e-06
6.928427376682691e-07,-6.107970241987306e-06,31.032577182118274,55.23109938655665,61.51277223170385,-96.1606832712908,71.8032919751613,-3.778428307780743,143.9295103161605,-1.836041546352487e-06,-1.6225450228761785e-06,2.114037214466679e-07,-8.328893535342329e-07
2.106451929303555e-06,-6.517523609274357e-06,-19.458083633128552,87.79488034258577,-78.60265258092679,-78.22003246051361,51.88434851385949,31.12113884135448,129.5447541596898,-7.352670798335196e-06,-3.335196920932701e-06,-2.038201550054912e-06,6.2276772402434205e-06
5.860787486344898e-06,6.7665455778731664e-06,-85.41338986206509,-62.4198307504761,70.19578351283795,-96.17128243786897,-23.381928980354274,72.7378923040865,40.572803013752456,0.0002165227722775913,5.741108701777469e-05,-0.00020833154446593192,-1.3566340060996095e-05
-9.250954864483783e-06,-5.774932871371624e-06,-67.79227256150959,57.363583993942285,84.06435000768286,-34.07853715969755,34.81842582547017,-37.69149868551682,128.33310875446818,2.9154573402200286e-05,-7.659049040221005e-06,5.121784043621171e-06,2.766035875172774e-05
-6.7876722748632835e-06,-9.356708848285085e-06,48.940255142997216,-41.56484446861055,99.06123130848059,-28.837225185750512,-96.17999598573155,31.19851303609832,116.77970608305003,4.1856204460769205e-05,2.7877019289364645e-05,1.9575172992221674e-05,2.43233683877604e-05
6.687825176750945e-06,-7.173457458272146e-06,-28.808725736906865,34.88982251007343,63.5035919695068,39.636225881317785,-73.2749735802336,44.26174536232054,129.43949619854558,-2.5735370767801505e-05,1.3608336395078142e-05,-2.150550035468213e-05,-3.82569517988178e-06
-4.719618085781892e-06,-2.282059461088459e-06,-13.916219792911448,-91.45480352078124,-4.333779579635404,48.39010160834988,-41.57078146117528,34.94776763826491,88.95804233026186,1.223246543474547e-05,-8.567633717449721e-06,-6.859464974788798e-06,-5.401537128957559e-06
7.0943590131104985e-06,-5.239953002900835e-06,-73.53542991338502,-99.10572211442069,22.449080419717234,-67.30151829216081,61.083570169336724,88.67220302029489,173.45020318074995,-1.1105587715892157e-05,3.9914194998365067e-07,1.025652437403079e-05,4.240102827060959e-06
-1.0441546495399007e-06,-3.750611919349871e-06,75.81923239628162,-19.240978495294513,-61.1963973116844,-39.653921637965794,7.536330809820257,65.72079255307224,173.66360205698112,1.1670782218793912e-06,7.760187033370188e-07,-1.799525874182543e-07,-8.529264999622002e-07
5.772321309169514e-06,6.849571734660883e-06,-82.0808946658141,78.72853485852974,32.19423680579564,87.4712876016323,31.661640820104424,-53.928647939175576,195.90912766605163,9.258810438349173e-06,-8.013161682281066e-06,2.2244162638837684e-06,4.070231304468516e-06
-5.468619552397067e-06,4.8222775339353684e-06,-52.051888089920936,1.2942078001085662,-21.096433445239327,31.247028922530006,63.27492227035634,56.11534116485123,129.39079055376774,-1.4157083645304894e-05,9.11401600269641e-06,6.781519421866661e-06,8.448001182149442e-06
8.825641556123435e-06,-4.4462230158403745e-06,72.09385269180362,-37.124537563944756,-95.96841672791727,0.5786705153495717,31.482350252023252,-59.8232195304748,105.48839565547593,-3.169412535166829e-05,-2.1486829279787876e-05,2.061302846550836e-05,1.085987139834791e-05
-3.7466929297265723e-06,3.870679903775802e-06,-53.00258231175554,5.111305647041519,91.44627209340882,-73.42735384465335,37.34671814513774,-60.96317215190159,157.1143908311962,-5.280244647407975e-06,-6.864284677587949e-07,1.0833562947326409e-06,-5.122122473525408e-06
2.609148814342754e-06,9.069643587356984e-06,31.450178408368743,25.938162513635945,5.529663123508243,14.923574972568403,-43.73806701323994,37.375402835331926,78.371274839697,3.462787702067522e-05,7.30218045470007e-06,3.0786023479343544e-05,-1.407084879796919e-05
4.66927263049864e-07,-9.478115389283094e-06,13.21923117382515,-19.42051645429534,14.044806245733852,-88.36810420640309,8.196845601645947,-11.585472266580737,108.3495111811896,-3.388191351953968e-06,-3.176731740189819e-06,8.636209454165677e-07,-8.014829698527714e-07
3.2887401858545672e-06,8.43202636418093e-06,-24.95106639286351,-68.7594150927728,-40.15535727801138,7.647171375330103,-93.94592997370947,34.32877445592766,85.11692850190327,3.440172756894595e-05,-1.3175236873168483e-05,1.0179639216255458e-05,-3.010426777868466e-05
5.588215174604764e-06,-5.362186782120835e-06,63.390433380126325,-70.55451167013267,-66.30566275873686,32.339819689427486,-24.452152647652753,97.46919102847752,172.95019760332772,-9.003752560939625e-06,-1.6164887141533825e-06,2.40007955391908e-06,8.52608600416986e-06
-6.064681578746514e-06,-8.362781517716792e-07,70.46379664977906,-41.434259571870726,65.0687444552965,78.00968386119274,-5.907318296612345,27.45663073041638,52.28551490648581,1.6674260955411522e-05,-2.406442639577154e-06,-1.1329820330367557e-05,1.199479818559596e-05
-9.538839109411177e-06,7.002102109543853e-06,90.12420632734518,36.900327589194035,8.151775935760554,-18.21822830301039,-16.4946765267387,-18.178617024325618,123.62200127649567,-3.928104579959215e-05,-3.442594435302573e-05,-1.6966329459885127e-05,-8.366515354116445e-06
3.294396502084188e-06,9.539324689060346e-06,-92.33542636711532,-66.38197666747305,-45.14765910265331,75.35474058869164,-42.12793018009271,99.70383046008482,222.91299848421232,5.68425208866837e-06,-4.276077161266136e-06,-6.1847498953416e-07,-3.6936938971373334e-06
6.023033691589498e-06,7.586317082734265e-06,-85.66732639566821,-8.611139941180454,-79.07367142187418,-67.72697537656333,-60.266391402582386,57.25367470511941,146.88521539031242,1.903446754851527e-05,-2.324842758168068e-06,6.693867759527406e-06,-1.7666301124548792e-05
-4.659385461577954e-07,7.147264186258488e-06,1.6901372335315301,-69.06143679615077,-7.107944554543977,-57.548642973268805,-34.59794890560333,-80.02240848750908,100.06739793061064,-2.9890548195985914e-06,-1.7694870172107579e-06,1.0294387253963636e-06,-2.177985381296774e-06
-6.418942972395277e-06,9.486610804577707e-07,-34.380738139380014,-92.45371879302427,-49.90924859489818,-97.79703482312514,-9.379455985049702,-96.19329047087169,114.30298490654599,-4.188997256475414e-06,-2.324092350179962e-06,3.0445211843841667e-06,-1.696226258619277e-06
6.617462055254663e-06,-2.0749048039026178e-06,-18.804647308768025,-89.85114548863965,-50.203317436483566,44.29262387411157,74.4208667103104,4.006165999606438,184.1337223786712,-3.6397670464019556e-06,1.247242305225537e-06,3.2471610790459778e-06,1.0715576096777376e-06
7.53742535746088e-06,-2.1033739478664144e-06,44.13476196164535,25.018703458495438,12.86987237099639,26.720858585747536,-60.19830222711982,65.29763514811125,101.55713859015879,-1.381558315813918e-05,-2.3689445521738062e-06,-1.1592711697878844e-05,7.132143800993358e-06
5.859012770836202e-06,-2.8447441330044537e-06,-43.975763783406464,-67.82794676016749,-59.718047928220905,50.254494287187924,-98.43542720781986,86.79990739845098,176.87190457648398,-4.788511873515508e-06,2.5511271035154786e-06,-8.286464935905007e-07,3.966729314330371e-06
9.108194534793219e-06,6.960548852240704e-06,-37.280258567567515,-39.39668369704361,62.19357950091339,49.224622623305436,87.28873403894934,-40.79022476002192,184.76458934775548,1.669125222171395e-05,-7.814672689519874e-06,-1.1444499553238335e-05,9.303344638379823e-06
1.8368594333571216e-06,-9.19096857101567e-06,-61.13426919342926,5.637182501821229,-17.15047943489067,-78.82081167549839,-3.3560300206449085,-7.266907906771053,22.1670169981379,-0.0003087971715295492,-0.00024638201401022735,-0.00012527976092294917,0.0001376828886245588
3.1678754866629142e-06,-4.635380931738403e-06,-1.7740976463861244,81.93116248310116,-56.376344105874225,28.41936936971797,45.7799508229825,46.46661253594456,113.11599924757897,-1.0314687594997063e-05,2.75324606379789e-06,-3.296513817100193e-06,9.377921568675823e-06
-5.781817299647485e-06,-2.86260963581821e-06,51.88964774283696,-71.34040869206477,81.1828476353642,-51.62378646560881,-65.1630732559482,-14.125508302843429,140.84343522635555,7.4990093156911295e-06,5.51142625980951e-06,-3.2890348000343727e-07,5.074558483291539e-06
5.525065332034545e-06,3.5668887618617348e-06,89.49802106182412,-95.88611262508448,-37.14103739902463,-74.84582249230549,67.1317443490845,98.45579917259101,268.272664829692,2.4610744689799152e-06,1.507654302990069e-06,-1.4954899935170083e-06,-1.2439355786497945e-06
-7.189049190796064e-07,7.020745860200932e-06,-15.433137964441656,91.95739294298923,-68.77416770640423,43.941512965223694,-96.38212783489483,17.98374643750458,215.69436693262176,-9.750518703205383e-07,2.68404619285602e-07,-8.513935927084973e-07,3.9219135693771795e-07
-2.6520136137911892e-06,-4.901655574487067e-07,-93.9600092274101,0.8729137289372488,-94.17087078852549,72.30085903838125,97.32326370709018,-73.4694162511262,193.32329540789186,3.1260849794506705e-07,-2.6884789122775313e-07,-1.55962575380947e-07,-3.3474758406949365e-08
-7.702044548217625e-06,-4.5415692786744216e-07,-2.845948643929333,75.17942140098893,64.83682430341054,-65.34142821235565,36.878559100892176,-91.62503999997719,172.78007987239235,1.0531136626388328e-06,3.809168477945125e-07,2.3344798433285963e-07,9.536523371301486e-07
-3.5594931509500443e-06,9.8661839242034e-07,16.790945785371065,46.830565372580025,92.32652553284021,-39.11945034079547,25.583050477709264,-38.52758315775873,143.8757347345399,-1.5247999824131066e-06,-5.925403000525722e-07,-2.251818932344496e-07,-1.3867963419839147e-06
-8.660546165940062e-07,4.429390751301949e-06,-85.85708385387287,-68.94173707483473,83.81975116635638,-71.58578311860529,-83.74072550226597,-25.75651844673135,111.48829062045837,-2.7738398329310456e-06,3.5507139114714464e-07,-3.682003137606773e-07,-2.7262685588346393e-06
8.193651058932172e-06,-8.29954353301642e-06,-42.74771995434155,-21.85223303572026,2.4471077195208153,-38.707932116454245,-22.10180809469371,-30.888471280053693,33.58039607750446,-0.0005420141965423874,6.520537619927076e-05,-4.028339176056719e-06,-0.0005380626549498523
2.5851011138044426e-06,-6.150272556973695e-06,27.82581693237438,29.336688292682595,87.22920029712941,-67.40156791467905,-81.22556114025522,3.7507253860505045,168.10984979459,-5.056339140407219e-06,-2.8642102400847722e-06,-3.3254460101077314e-06,-2.5108313438512982e-06
7.443165438571323e-07,-8.58915117064001e-07,-69.1713967650833,-75.89494855640191,-99.5493657567209,-87.29125994951855,86.15110398315943,38.18065478965832,213.44041591316056,-1.2612617346935376e-07,-1.0707386403195822e-08,9.575622519843732e-08,8.138739979984821e-08
3.0763949112925327e-06,6.57326695563164e-06,-39.647358683113175,-75.96452939308362,-44.72966524021831,-48.64472403237829,98.27355102712639,-12.925076217635905,177.34540629698614,5.778752386186468e-06,2.9317673103067475e-07,-5.677501007873297e-06,-1.0363439828723177e-06
-9.636973122568727e-06,-3.133251163431936e-06,-5.6881053872969005,7.91499666450342,0.4975210995971793,10.98780546979961,-92.98829299800073,54.9188796402633,115.85009336656047,2.0220584228811043e-05,-2.9106291611793782e-06,1.7611755055984378e-05,-9.49875509151293e-06
-5.6955532216621136e-06,5.370006793042982e-06,-33.65906778156263,-35.029567900757485,21.999976966235323,95.31735515413735,-23.326809385132748,36.89069808494264,130.35952518170163,-1.6176174678272832e-05,1.600454699323755e-05,1.4521828435822134e-06,1.847773728585712e-06
7.317964741425337e-06,-2.1264633643467867e-06,-94.06193764165873,-41.59826274042429,43.32271113445324,48.33417389878238,93.58960111934931,11.001438766839968,198.99013986694882,-3.5321222082710545e-06,2.5275647742130822e-06,2.399616667173067e-06,-5.737102552194659e-07
-3.2670636186633576e-06,-7.657596988751383e-06,-30.91267181590493,-15.375593094210956,-33.961015483126246,19.01966923826845,53.27344368445026,51.84929892641489,120.70351690341326,1.5433373534484478e-05,-6.384440907028289e-06,-8.777592025221938e-06,-1.0971864526977627e-05
-9.98586423000458e-06,-1.5744274015515966e-06,-1.0219233793397677,55.47188348154205,15.4091203527625,63.28331899902585,51.13183186758175,-82.78269693868032,117.45481355971869,1.02427665692616e-05,-5.607804115465196e-06,3.7847861856883504e-07,8.562917372615533e-06
7.781280017676195e-06,8.932101040535043e-06,19.53923320143835,-11.254781187554471,-36.91478174053757,44.996501801893515,92.5817646379083,99.89225006412298,173.62679725422728,2.072152819779814e-05,-3.0382033043600908e-06,-1.2392395334769669e-05,-1.632726521498006e-05
9.981606159669611e-06,-8.289762494082633e-06,-45.54061976937898,89.49456684018628,-91.63550866419268,-98.35509181335343,56.1980263364093,27.66686908266685,134.6517189004945,-4.101751379443908e-05,-1.608830806839246e-05,-1.0142769216559598e-05,3.634180807270201e-05
-3.3269538550892143e-06,6.620788296706183e-06,69.53445339014581,94.75322675377302,32.718509917522056,-35.10162564429197,-79.12065599235379,73.02862656248237,206.8954848246942,-4.624929009973682e-06,-2.3390285091350136e-06,-3.886766137360112e-06,9.010898813218e-07
-4.268448545399506e-06,-3.818362112903118e-06,86.60945717180476,-13.909095919306495,-46.395968743788615,-49.48474317705238,50.15830032518957,-89.2737908861774,156.41218066959638,5.987653210540923e-06,5.209855601822912e-06,-2.4525797746193155e-06,1.6414164696943057e-06
-6.8184920694435225e-06,1.7868310081924885e-06,-34.478531692857246,43.7841981969118,-95.07716963707418,56.54191636255129,-10.663475823920336,-95.76789709248563,106.06483052786055,-9.73373758520073e-06,8.353090763917442e-06,-4.996749331571496e-06,-6.338915322268315e-08
9.155230943375715e-06,-7.456026497175079e-06,79.54734173729844,-50.71331037283442,32.723009762809625,31.99163311374184,44.827536534035374,91.90134073342946,122.03144556563596,-4.119873234207689e-05,-1.6055164321280698e-05,3.225530732022973e-05,1.9979048898491182e-05
2.877727668331828e-06,-6.793555121262869e-08,73.67207997806423,15.121589049239148,-80.81302085862505,84.28038159508452,-47.88651809260922,-49.857767796383065,70.99848815956408,-3.4857738885033565e-07,5.20829974504126e-08,-3.093474527872615e-07,1.51979310593026e-07
3.208174791664587e-06,-5.63095227651586e-06,-15.206310596526038,79.21592738892804,-49.67852296001758,-99.20159148861822,-31.49540550050942,-12.214810404056095,143.92962238807203,-7.837726688434799e-06,-4.573985839937052e-06,-6.02881570938968e-06,2.0400966449839265e-06
4.681240081896044e-06,7.16513555422899e-06,-8.809817250544924,35.843792492229625,66.28655203214566,90.34267672435519,-75.36531736905667,93.27831897363015,151.417431824099,1.3148741655990206e-05,-8.610174615414329e-06,9.657143419638681e-06,-2.343902984463317e-06
5.740244272567642e-06,-1.590396922547642e-06,-5.553007778998293,64.23995984919429,66.77322903763024,-34.50215940542067,-27.484292053833045,73.88424435926865,96.44666041892889,-8.820884396463212e-06,-2.6476512381370093e-06,-8.388979140120449e-06,6.503640854042507e-07
-4.973395231306557e-06,-7.386280766629601e-06,7.642803821366002,71.10651783880525,59.56331932114011,-21.22670314784982,36.23058260151157,41.92695563897317,48.588276520691295,0.0001398512701507871,8.309488435039452e-05,0.00010038314157027273,5.07626126796639e-05
1.99849534551742e-06,6.603177412035254e-06,-84.6131155352916,-64.13557453653328,-5.60394994130516,96.68568902978777,59.84410313602663,-42.66264227989023,222.74102381547183,2.3905966264432264e-06,-1.9458126893163865e-06,-1.3306278031525915e-06,3.977371719293731e-07
3.878890227191423e-06,-5.364429223372429e-06,-16.55513159112357,61.58243038594665,54.8491470836135,-84.0146615749221,77.39685122715122,85.98070402951242,75.96089737525146,-3.241167338775521e-05,-2.8784234103041613e-05,6.747838175074409e-06,1.3283490462179887e-05
-3.4079618226008496e-08,-7.216781899454573e-06,42.61115940740291,-35.87638699990694,24.398123894517525,-16.10349405874905,-94.2119304600314,-31.636319460305828,99.95151326780044,2.212637009967625e-07,1.2997723700145702e-07,1.2913799725134135e-07,1.2404402809552882e-07
-9.77814595810003e-07,6.7284303214466574e-06,64.86055086878989,97.58596266187502,-18.090574620665564,-82.72870855290482,-28.22637089663486,-27.66079008760967,194.17240225162223,-1.5683604646606408e-06,-1.1921012296359696e-06,-1.0162056380399732e-06,-7.73001075466352e-08
-4.834421041882367e-07,6.101436880145482e-07,-81.24489203705554,-8.791845792852541,55.8704826632584,91.73423246605532,81.23010553864671,-49.43983805538048,221.6212825638732,-5.397644590192486e-08,4.2129520449885225e-08,2.1925082870278747e-08,-2.5648605420130215e-08
5.003717441570531e-06,-5.9150502767815556e-06,-53.29982599546837,94.64809838659085,13.395843148379157,40.238290117294866,50.50148896048353,-54.07395482051791,123.49281731222197,-1.744288987390587e-05,1.3211902472372162e-05,-6.235540360044196e-06,-9.529851868313282e-06
1.2432812391031896e-06,9.014862462281196e-06,-74.19050940816736,76.04814481098384,86.64842448281215,-69.76398883800266,-55.19109682137713,23.007317796709856,145.92300397410673,4.730767241377392e-06,-1.4350608153827596e-07,4.254725356447254e-06,2.06322001683189e-06
-2.319802827221609e-06,-6.764821741650347e-06,-85.70419046249698,39.325372705449524,86.6430380683093,5.038587709299875,-12.098652837380897,1.3283890631797846,134.74892032307366,7.76796858672475e-06,-5.231114643595028e-06,2.964478038576436e-06,4.91819535080767e-06
6.032185949701333e-06,-9.236870811031868e-06,-29.0986550423211,-96.05418334476516,41.188064904269766,-38.42947306485205,-63.20830233742913,-36.12130459467322,84.5142276568967,-7.011170921348244e-05,-7.74070376144798e-06,2.724843995967187e-05,-6.41346692037745e-05
8.78715099482342e-06,-2.2699624037520166e-06,1.943550699430645,64.96265318188523,-42.758541711466556,-87.13329396145551,51.15983125111137,-45.470887204401265,90.18070173859448,-2.2043987237855893e-05,-2.1774157763652486e-05,-3.373994930427103e-06,-6.630122440633001e-07
9.215552777207633e-07,-7.3267403305668e-07,41.1906337808355,47.83408490391784,55.03739710943535,52.65425357590726,-98.08742454575044,18.57589662535524,150.84410003850388,-2.667019261604017e-07,2.0268406118209043e-08,-2.579984741101962e-07,-6.446624301063405e-08
6.939009630723252e-06,9.723058458278044e-06,37.005912721750235,-40.116831440483566,-99.0462861573253,91.49991304653838,-39.06381345015875,-35.475652947925894,83.73726962906035,8.647954848203419e-05,-5.627860287233472e-05,-1.087502861630756e-06,-6.565248283134831e-05
-3.5566057728550994e-06,3.2450612242818583e-06,20.994014268125355,21.81221365024406,-5.323275309207133,-95.20472004349519,-30.125914493131773,38.221567813474195,134.52088452444565,-5.732311914715309e-06,-4.951553742187125e-06,-2.213229208511337e-06,1.8555678097046307e-06
1.1996283608199176e-06,-6.51061723095022e-06,-73.47747090092597,-97.3875047460014,-3.589635810000999,0.4933198331197133,-43.581589657624754,84.96920122069986,127.31622833145745,-4.330638946301555e-06,2.5161033392192484e-06,1.8301986673410193e-06,3.012313149003062e-06
-8.040236656790638e-07,-5.641144597244908e-06,91.4650028105917,-80.84662928805022,-71.91233489747735,83.21103241588347,-82.31917790501569,84.35042598956693,156.48752942885775,1.6646664012988175e-06,8.78032086232945e-08,1.566452110202089e-08,-1.6622753824042679e-06
-9.690011357011057e-06,-9.068333743019091e-06,32.10606683871944,72.27425446093378,88.09731105006213,-44.532775679079386,99.74168696547954,51.91464429118108,89.09072569377793,9.950328218643015e-05,8.559607427266137e-05,-3.0677712704134144e-05,4.04115475851147e-05
4.92416474676102e-06,-5.095825634680127e-06,4.306235962912282,35.460372942734494,-99.0211508766745,-46.0836203431112,98.98084183084313,91.39710598378574,206.96159095852326,-5.2652408692385236e-06,-1.281951542741583e-06,1.6160030818949891e-06,4.844367419226994e-06
-9.762590870116431e-06,-8.220219995011895e-06,0.7672402450797904,36.61098536904021,84.80736104053454,-87.03294612708446,56.78412509657795,-78.80458189519048,186.7744526552186,2.0675889547808374e-05,9.719460717997376e-06,-2.2331619924970587e-06,1.811180497520178e-05
-1.4422411542861298e-06,-9.715480045127141e-06,91.17347351186393,-20.368664221845194,-42.31167298979408,-58.78039729123865,-18.577854796316345,-11.035151102964448,153.19135481015067,5.366414968756827e-06,5.253003329711891e-06,-6.2733478134316e-08,-1.0956414311508627e-06
-4.199276217138111e-06,-5.596877752766907e-06,-96.11039664231933,-89.9315680441097,90.60848840904947,-90.10114024448401,-80.96668846605108,-44.87581148611177,135.91348625646393,1.1435252977006058e-05,-5.055963834469801e-07,-7.542714759744456e-07,1.139914283995523e-05
-8.626362310277407e-06,3.9540488507864224e-07,22.068037373362444,67.89698962790501,84.41963578915426,11.668336332261447,56.20782997085712,-76.51569358710174,161.69406444479105,-1.1725522053846425e-06,-7.541521349565388e-08,-8.476594352444235e-08,-1.1670501080691457e-06
8.703396025951629e-06,3.188270930882093e-07,-75.55721350304626,16.239717605032837,72.70582097611847,55.47772291027181,15.855735351354383,-67.31780754903554,191.77309130470775,6.781398179642742e-07,-4.63360147775364e-07,1.357821651825384e-09,4.95145577060498e-07
-9.184355160560167e-06,-5.760729261607272e-06,-58.823045560978485,6.002944781156486,-58.28401952954256,-72.38626083891606,11.25244027617407,17.481863084611433,77.14912170549741,7.98941131863889e-05,1.4045799001101112e-05,-5.436274295530807e-06,-7.846165798684054e-05
-8.471872230923122e-06,6.25617421729459e-06,-96.8890814979182,-93.73173526800467,-34.67480186316382,19.66699389272779,95.14998164851733,-60.01319317343488,223.39126162407413,-9.545671574177168e-06,4.98052612964982e-06,8.071053553947605e-06,-1.0827279451640219e-06
3.171656354315698e-06,7.107901347422381e-07,39.34365612624441,-61.69623614382673,26.492450045677714,-85.48646138839098,-79.59735824644613,90.17807750534496,141.27585623942292,1.0151780977643944e-06,8.970025354328796e-07,1.286336361195892e-07,-4.576313027603914e-07
